"","FID","GEOID","ALAND"
"14060",0,"060670035013",233073
"14061",0,"060670095032",474242
"14062",0,"060670036002",530530
"14063",0,"060374823015",218206
"14064",0,"060670055081",197090
"14065",0,"060971507012",619857
"14066",0,"060374300033",7769624
"14067",0,"060670056013",663416
"14068",0,"060670056051",645392
"14069",0,"060670056061",1305084
"14070",0,"060670056062",646767
"14071",0,"060670056063",339554
"14072",0,"060670056064",311159
"14073",0,"060670057011",771858
"14074",0,"060670057012",980719
"14075",0,"060670068003",361274
"14076",0,"060670069001",588470
"14077",0,"060670049051",861168
"14078",0,"060670061022",461973
"14079",0,"060670089074",294426
"14080",0,"060670074062",618057
"14081",0,"060670081223",360298
"14082",0,"060670081392",541065
"14083",0,"060371066032",10962284
"14084",0,"060670094061",108171278
"14085",0,"060670096111",702860
"14086",0,"061070028002",4983592
"14087",0,"061070029011",845392
"14088",0,"061070026012",381513
"14089",0,"061070026022",644036
"14090",0,"061070026025",219195
"14091",0,"061070028001",2408251
"14092",0,"060371047013",141348
"14093",0,"060371064053",109111
"14094",0,"060371064082",52142
"14095",0,"060371066043",129096
"14096",0,"060371092003",525904
"14097",0,"060371095003",275470
"14098",0,"060371112065",515529
"14099",0,"060371113014",304098
"14100",0,"060670039001",514741
"14101",0,"060372969022",204931
"14102",0,"060372976021",136697
"14103",0,"060670038001",3609152
"14104",0,"060670038002",452434
"14105",0,"060670038004",548894
"14106",0,"060670039002",731678
"14107",0,"060670039003",955531
"14108",0,"060372652023",204280
"14109",0,"060670037001",739013
"14110",0,"060374045031",656776
"14111",0,"060374061024",282800
"14112",0,"060374069022",240561
"14113",0,"060374076013",131860
"14114",0,"060530138002",456827
"14115",0,"060670037002",688618
"14116",0,"060670057013",868884
"14117",0,"060670057021",607668
"14118",0,"060670057022",936745
"14119",0,"060670057023",774314
"14120",0,"060670057024",496608
"14121",0,"060670057025",470602
"14122",0,"060670058011",646726
"14123",0,"061070029012",860339
"14124",0,"061070029013",2844464
"14125",0,"061070029031",979283
"14126",0,"061070029032",596395
"14127",0,"061070029033",362191
"14128",0,"061070029041",1316302
"14129",0,"061070029042",718577
"14130",0,"060375550011",462104
"14131",0,"060374605013",2604203
"14132",0,"060371151031",1518656
"14133",0,"060375511013",260587
"14134",0,"060372060323",399087
"14135",0,"060371042031",354000
"14136",0,"060375350011",225557
"14137",0,"060375402033",135544
"14138",0,"060374309023",162611
"14139",0,"060374333061",61035
"14140",0,"060374333073",60668
"14141",0,"060375405023",220771
"14142",0,"060375704022",461528
"14143",0,"060372622001",7334110
"14144",0,"060371044032",393350
"14145",0,"060371112022",733444
"14146",0,"060530133003",297011
"14147",0,"060730189051",400677
"14148",0,"060730190011",121594085
"14149",0,"060730191062",13720355
"14150",0,"060530110002",13245157
"14151",0,"060530116023",16348948
"14152",0,"060530109001",3604357
"14153",0,"060014403322",1742005
"14154",0,"060014403331",1738450
"14155",0,"060014403341",455619
"14156",0,"060530111011",484893778
"14157",0,"060530147001",13673212
"14158",0,"060530012002",435418
"14159",0,"060530103051",8172737
"14160",0,"060530113022",311425
"14161",0,"060530101022",11583303
"14162",0,"061070030012",460593
"14163",0,"060371253102",494539
"14164",0,"060371253103",333359
"14165",0,"060371253201",373214
"14166",0,"060371256001",290897
"14167",0,"061070030011",525495
"14168",0,"061070032001",2615160
"14169",0,"060971507022",690739
"14170",0,"060971507024",393328
"14171",0,"060971508001",487748
"14172",0,"060971508002",292252
"14173",0,"060971508003",300476
"14174",0,"060530125023",373522
"14175",0,"060530137002",326070
"14176",0,"061070030013",530356
"14177",0,"061070030021",3775936
"14178",0,"060816022002",268200
"14179",0,"060552011011",1145240
"14180",0,"060971507013",548958
"14181",0,"060971507014",316577
"14182",0,"060971509014",582888
"14183",0,"060816135023",2974137
"14184",0,"060816137001",9087554
"14185",0,"060816070002",2090446
"14186",0,"060816080041",354048
"14187",0,"060816095002",938032
"14188",0,"060816132002",4172073
"14189",0,"060816054004",463456
"14190",0,"060816074002",182796
"14191",0,"060816008001",52489
"14192",0,"060650507001",10666931
"14193",0,"060930011001",226786659
"14194",0,"060971509021",1179178
"14195",0,"060971509022",525224
"14196",0,"060590320451",3061866
"14197",0,"060730096031",185450
"14198",0,"060650506003",724749
"14199",0,"060659810001",6921381
"14200",0,"060650512001",36471455
"14201",0,"060650512002",27351474
"14202",0,"060650513001",29985627
"14203",0,"060650425162",324201
"14204",0,"060650305031",114172
"14205",0,"060650432171",3258190
"14206",0,"060650406051",1081769
"14207",0,"060650429042",12479914
"14208",0,"060650429012",5333739
"14209",0,"060650445101",2302960
"14210",0,"060650414073",532955
"14211",0,"060371330003",359092
"14212",0,"060650317011",710662
"14213",0,"060650429043",7767327
"14214",0,"060650418122",639061
"14215",0,"060371329001",504430
"14216",0,"060371329002",680401
"14217",0,"060371330001",319046
"14218",0,"060371330002",319050
"14219",0,"060371331001",526476
"14220",0,"060371331003",387526
"14221",0,"060371331004",272451
"14222",0,"060659405002",98859102
"14223",0,"060371341011",417465
"14224",0,"060371341012",648316
"14225",0,"060659415001",40126552
"14226",0,"060650432784",2763576
"14227",0,"060659401002",19427380
"14228",0,"060650456052",18141081
"14229",0,"060659800041",5735200
"14230",0,"061010511003",182732655
"14231",0,"060133660013",187537
"14232",0,"060650449161",1295006
"14233",0,"060650422121",2473599
"14234",0,"060650425082",262686
"14235",0,"060650306032",1340006
"14236",0,"061010507011",15533426
"14237",0,"061010507022",32404350
"14238",0,"060650306013",5535412
"14239",0,"060730051002",1366671
"14240",0,"060730052001",566103
"14241",0,"060379008031",630194
"14242",0,"060379011023",2844048
"14243",0,"061010501012",244474
"14244",0,"060730073011",205403
"14245",0,"060379105011",841927
"14246",0,"060379107091",14507965
"14247",0,"060379108052",41298292
"14248",0,"060379108081",9552974
"14249",0,"060379200352",299505
"14250",0,"060379200431",18679077
"14251",0,"060379201041",158260185
"14252",0,"060379203031",51543695
"14253",0,"060379203123",11179009
"14254",0,"060379203223",118696
"14255",0,"060371011101",447305
"14256",0,"060650407032",2099297
"14257",0,"060371310202",431547
"14258",0,"060650414091",6143827
"14259",0,"060650417021",410742
"14260",0,"060650420032",3339053
"14261",0,"060650446062",38465902
"14262",0,"060650449251",970741
"14263",0,"060371310102",711367
"14264",0,"060371310201",584038
"14265",0,"060371310203",413354
"14266",0,"060371011102",354405
"14267",0,"060371311001",453650
"14268",0,"060371311002",324090
"14269",0,"060371031012",270147
"14270",0,"060371031021",266398
"14271",0,"060371031023",262886
"14272",0,"060371031024",163029
"14273",0,"060371031025",323450
"14274",0,"060371032001",4121938
"14275",0,"060371032002",2779966
"14276",0,"060377028033",463230
"14277",0,"060371034001",341480
"14278",0,"060470006033",1084568
"14279",0,"060371013004",271877
"14280",0,"060371014001",229930
"14281",0,"060371014002",5272167
"14282",0,"060470005031",117542973
"14283",0,"060470002012",61838532
"14284",0,"060470002021",24358161
"14285",0,"060470020002",189398560
"14286",0,"060470022022",499139
"14287",0,"060470009011",470732081
"14288",0,"060470015022",397213
"14289",0,"060371041051",230538
"14290",0,"060371034003",261552
"14291",0,"060371034004",255888
"14292",0,"060371034005",1401638
"14293",0,"060371041031",440160
"14294",0,"060371041032",508949
"14295",0,"060730053002",199636
"14296",0,"060470003042",621483
"14297",0,"060470009012",171967933
"14298",0,"060470010031",705072
"14299",0,"060730052002",173415
"14300",0,"060730053001",198503
"14301",0,"060470020006",703700
"14302",0,"060730053003",403072
"14303",0,"060730053004",70132
"14304",0,"060730054001",580572
"14305",0,"060730054002",501208
"14306",0,"060470002035",340583
"14307",0,"060470019022",288215030
"14308",0,"060470021001",1142771197
"14309",0,"060470024024",3340877
"14310",0,"060470020001",393279390
"14311",0,"060470006035",106158
"14312",0,"060470009024",1523923
"14313",0,"060470025002",46163429
"14314",0,"060470013021",462649
"14315",0,"060470022015",931911
"14316",0,"060470025001",470547881
"14317",0,"060470017001",1806993
"14318",0,"060830020083",601361
"14319",0,"060470002011",57763074
"14320",0,"060470014021",563462
"14321",0,"060470003041",1923083
"14322",0,"060470003031",77407354
"14323",0,"060470004011",78310798
"14324",0,"060830020053",1677443
"14325",0,"060830020072",556677
"14326",0,"060830020073",697054
"14327",0,"060830020082",519686
"14328",0,"060830020091",1185822
"14329",0,"060730060002",217518
"14330",0,"060830020112",14795904
"14331",0,"060830020123",1702523
"14332",0,"060730041003",194982
"14333",0,"060371011103",340691
"14334",0,"060470003011",1919616
"14335",0,"060133592032",1328382
"14336",0,"060371012101",296512
"14337",0,"060371012102",354178
"14338",0,"060371012201",332117
"14339",0,"060371012202",366769
"14340",0,"060371013001",1380524
"14341",0,"060371013003",301040
"14342",0,"060730055001",443460
"14343",0,"060730056001",231961
"14344",0,"060730057002",134500
"14345",0,"060730058001",808277
"14346",0,"060730059002",118359
"14347",0,"060730059003",144015
"14348",0,"060730060001",178828
"14349",0,"060371343022",503130
"14350",0,"060730060003",612679
"14351",0,"060730061001",443744
"14352",0,"060730065002",1021912
"14353",0,"060790121021",912456
"14354",0,"060790121024",598394
"14355",0,"060790122004",441482
"14356",0,"060730065003",884272
"14357",0,"060730066001",509276
"14358",0,"060730068011",672628
"14359",0,"060730068021",420472
"14360",0,"060730068022",297911
"14361",0,"060730068023",308011
"14362",0,"060730078004",147692
"14363",0,"060730078005",430443
"14364",0,"060790104032",3028977
"14365",0,"060790105032",2241987
"14366",0,"060790110012",7246471
"14367",0,"060790100023",65819987
"14368",0,"060371311003",324088
"14369",0,"060371312001",401357
"14370",0,"060371312002",488236
"14371",0,"060371313001",213110
"14372",0,"060371313002",256749
"14373",0,"060371323001",471269
"14374",0,"060371323003",483504
"14375",0,"060371327001",191215
"14376",0,"060371327002",285753
"14377",0,"060371327003",308690
"14378",0,"060371327004",525217
"14379",0,"060730069002",383119
"14380",0,"060730069003",597514
"14381",0,"060730070021",575870
"14382",0,"060590870024",375201
"14383",0,"060730081014",165599
"14384",0,"060730081015",230509
"14385",0,"060730081021",520636
"14386",0,"060730081022",384741
"14387",0,"060730081023",468021
"14388",0,"060730082001",363466
"14389",0,"060590992153",331043
"14390",0,"060730035022",332377
"14391",0,"060730035023",233590
"14392",0,"060730036021",376577
"14393",0,"060730072001",1120738
"14394",0,"060371341031",406456
"14395",0,"060371341032",634461
"14396",0,"060371341041",324002
"14397",0,"060371342013",756199
"14398",0,"060371343021",319021
"14399",0,"060730076002",417012
"14400",0,"060730078001",648475
"14401",0,"060730078003",317873
"14402",0,"060371287021",311760
"14403",0,"060371287022",521210
"14404",0,"060371287023",404401
"14405",0,"060371287024",404940
"14406",0,"060133551132",1477036
"14407",0,"060133551131",2414316
"14408",0,"060133032022",1113960
"14409",0,"060133032024",1211696
"14410",0,"060730036022",280825
"14411",0,"060730038001",1793853
"14412",0,"060730039011",223160
"14413",0,"060730039013",216086
"14414",0,"060730039021",336971
"14415",0,"060730039022",323348
"14416",0,"060133660012",505427
"14417",0,"060371289102",362666
"14418",0,"060371289103",565571
"14419",0,"060371310101",345346
"14420",0,"060730082002",463734
"14421",0,"060730079032",246368
"14422",0,"060730079033",283607
"14423",0,"060014419251",482895
"14424",0,"060014419252",2520080
"14425",0,"060014419271",203586
"14426",0,"060014419272",446547
"14427",0,"060730039023",355708
"14428",0,"060730040001",293246
"14429",0,"060730040003",212873
"14430",0,"060730040004",209331
"14431",0,"060730041001",92366
"14432",0,"060730041002",380065
"14433",0,"060730075021",300080
"14434",0,"060730075022",210537
"14435",0,"060730075023",161992
"14436",0,"060730076001",5939203
"14437",0,"060371316003",327173
"14438",0,"060371313003",371055
"14439",0,"060371314001",621212
"14440",0,"060371316001",1109222
"14441",0,"060371316004",372615
"14442",0,"060371319003",390583
"14443",0,"060371318002",738722
"14444",0,"060371319001",281010
"14445",0,"060371319002",378084
"14446",0,"060371319004",268540
"14447",0,"060373022021",147914
"14448",0,"060530101021",19419314
"14449",0,"060630001004",5403296
"14450",0,"060630002022",1123517944
"14451",0,"060630004002",717905212
"14452",0,"060971512013",5143922
"14453",0,"060014286003",260434
"14454",0,"060014287002",5868356
"14455",0,"060730080021",287292
"14456",0,"060014325021",449777
"14457",0,"060014331032",164796
"14458",0,"060014331042",180930
"14459",0,"060971502022",910224
"14460",0,"060971502025",554144
"14461",0,"060371905101",162323
"14462",0,"060374814013",275496
"14463",0,"060371924101",191427
"14464",0,"060371439011",4532822
"14465",0,"060374011022",502406
"14466",0,"060371397023",1372405
"14467",0,"060371861001",267404
"14468",0,"060371380001",2936086
"14469",0,"060371397031",4728894
"14470",0,"060375341011",135532
"14471",0,"060372753111",239924
"14472",0,"060375336033",246091
"14473",0,"060372403002",217979
"14474",0,"060375007005",204806
"14475",0,"060374082022",8257535
"14476",0,"060372283101",169213
"14477",0,"060375326042",166081
"14478",0,"060372325004",138619
"14479",0,"060372198002",159394
"14480",0,"060730073023",286444
"14481",0,"060375305003",216634
"14482",0,"060374828002",339317
"14483",0,"060372079001",626605
"14484",0,"060372697003",180068
"14485",0,"060374073022",281077
"14486",0,"060971503033",1543124
"14487",0,"060971503041",991655
"14488",0,"060971503042",673300
"14489",0,"060374071021",273879
"14490",0,"060372225002",243785
"14491",0,"060372672001",309394
"14492",0,"060730073012",235533
"14493",0,"060730073021",273677
"14494",0,"060730074002",302980
"14495",0,"060376003031",71533
"14496",0,"060372163002",236875
"14497",0,"060372089042",58191
"14498",0,"060374035001",4893340
"14499",0,"060376003032",114035
"14500",0,"060376506041",246629
"14501",0,"060376040013",110910
"14502",0,"060376500043",162328
"14503",0,"060374817132",175433
"14504",0,"060377001011",148839
"14505",0,"060371924102",133192
"14506",0,"060377001012",142927
"14507",0,"060371918201",122089
"14508",0,"060377002002",117116
"14509",0,"060372621001",2172667
"14510",0,"060379108051",68765147
"14511",0,"060374321024",277496
"14512",0,"060374811012",384644
"14513",0,"060371905202",142571
"14514",0,"060371912041",201087
"14515",0,"060374040003",382588
"14516",0,"060730074003",308431
"14517",0,"060730074005",338444
"14518",0,"060730074006",271888
"14519",0,"060730075011",246218
"14520",0,"060730075013",146966
"14521",0,"060730075014",475925
"14522",0,"060730075015",64636
"14523",0,"060930012001",3191027349
"14524",0,"060971503043",646130
"14525",0,"060377002003",69135
"14526",0,"060374320006",451523
"14527",0,"060374017042",510503
"14528",0,"060990039063",365112
"14529",0,"060371236012",604755
"14530",0,"060373016014",119364
"14531",0,"060371243001",339577
"14532",0,"060374804001",360850
"14533",0,"060371881002",353778
"14534",0,"060374006042",4552478
"14535",0,"060371224102",463452
"14536",0,"060371397024",5805660
"14537",0,"060374307231",188054
"14538",0,"060374319002",327142
"14539",0,"060133592034",1084653
"14540",0,"060133580005",5272208
"14541",0,"060374304004",438746
"14542",0,"060371397011",433429
"14543",0,"060371289101",369800
"14544",0,"060371232061",602849
"14545",0,"060374612003",683489
"14546",0,"060371347203",215923
"14547",0,"060371342011",392151
"14548",0,"060371883002",297758
"14549",0,"060730080022",498422
"14550",0,"060730081011",151559
"14551",0,"060730081013",313598
"14552",0,"060371907001",352410
"14553",0,"060371898002",323176
"14554",0,"060372146001",193213
"14555",0,"060371897021",1458586
"14556",0,"060371437002",740720
"14557",0,"060373021031",133255
"14558",0,"060371314002",485929
"14559",0,"060373103003",243213
"14560",0,"060371343033",502398
"14561",0,"060371224201",323860
"14562",0,"060650414092",5564553
"14563",0,"060371134011",1143306
"14564",0,"060650408131",8960014
"14565",0,"060650408132",3875050
"14566",0,"060650410043",7920391
"14567",0,"060650411011",341281
"14568",0,"060650419113",40972843
"14569",0,"060650419101",5243688
"14570",0,"060371064031",266960
"14571",0,"060371034002",240195
"14572",0,"060371046201",177109
"14573",0,"060379102061",50391895
"14574",0,"060971539021",2384110
"14575",0,"060650419102",5901634
"14576",0,"060650419111",10531280
"14577",0,"060650419112",18732472
"14578",0,"060373017021",209641
"14579",0,"060650420122",1646489
"14580",0,"060374640003",397728
"14581",0,"060371415001",3331525
"14582",0,"060371438002",914798
"14583",0,"060371380002",785467
"14584",0,"060373009013",2744448
"14585",0,"060372945202",238083
"14586",0,"060374306001",332089
"14587",0,"060374616004",369201
"14588",0,"060371284002",373463
"14589",0,"060730042003",264329
"14590",0,"060730043002",505312
"14591",0,"060971513053",377337
"14592",0,"060379106031",555675
"14593",0,"060375771005",242963
"14594",0,"060375765031",162202
"14595",0,"060375752012",170187
"14596",0,"060375550014",362596
"14597",0,"060379203391",33718930
"14598",0,"060373021032",255517
"14599",0,"060379301011",155751511
"14600",0,"060378002041",5344687
"14601",0,"060371313004",277097
"14602",0,"060376003042",123869
"14603",0,"060371194004",417178
"14604",0,"060376040024",111801
"14605",0,"060379106021",1998576
"14606",0,"060730035012",209963
"14607",0,"060371236021",323816
"14608",0,"060371232042",162067
"14609",0,"060376505013",392561
"14610",0,"060371113012",133344
"14611",0,"060371065203",358645
"14612",0,"060379200203",9333715
"14613",0,"060379007014",450304
"14614",0,"060372971102",208940
"14615",0,"060375765032",149581
"14616",0,"060375435022",161052
"14617",0,"060372945102",258114
"14618",0,"060377001023",146872
"14619",0,"060971514013",250544
"14620",0,"060971515032",727373
"14621",0,"060971516021",14628272
"14622",0,"060971517002",2254915
"14623",0,"060971523002",928596
"14624",0,"060971523003",1206642
"14625",0,"060971524002",2245179
"14626",0,"060375703043",128802
"14627",0,"060375549003",208933
"14628",0,"060375409021",324475
"14629",0,"060375545112",289515
"14630",0,"060730035013",453921
"14631",0,"060730035021",214159
"14632",0,"060376205213",143468
"14633",0,"060375545131",566827
"14634",0,"060376206012",208124
"14635",0,"060376500011",273260
"14636",0,"060375711014",290434
"14637",0,"060375532007",268840
"14638",0,"060375401012",263706
"14639",0,"060379106012",690201
"14640",0,"060371283022",134987
"14641",0,"060371132121",545485
"14642",0,"060371194002",271835
"14643",0,"060375707011",209094
"14644",0,"060375773001",277589
"14645",0,"060014331043",294173
"14646",0,"060375749011",283641
"14647",0,"060375727002",242877
"14648",0,"060376510022",324167
"14649",0,"060375707012",491794
"14650",0,"060372946202",226249
"14651",0,"060375752021",161836
"14652",0,"060375732012",326255
"14653",0,"060375723022",182144
"14654",0,"060375545151",468312
"14655",0,"060375700012",184160
"14656",0,"060375548011",285012
"14657",0,"060375432022",179948
"14658",0,"060971527024",5059308
"14659",0,"060376209044",170723
"14660",0,"060375017002",404190
"14661",0,"060971528012",370406
"14662",0,"060375409011",297197
"14663",0,"060376210041",90611
"14664",0,"060372409004",232336
"14665",0,"060376004001",160054
"14666",0,"060375357021",235762
"14667",0,"060375351021",134956
"14668",0,"060375026023",396549
"14669",0,"060375341012",104833
"14670",0,"060730047001",134180
"14671",0,"060730043003",348184
"14672",0,"060730044002",260739
"14673",0,"060730044003",212955
"14674",0,"060730045013",83911
"14675",0,"060730046002",191154
"14676",0,"060971503031",22234041
"14677",0,"060971516013",1277646
"14678",0,"060971535022",4703758
"14679",0,"060971528011",3100260
"14680",0,"060971543022",30455106
"14681",0,"060971539023",292874
"14682",0,"060971511003",39719212
"14683",0,"060971534044",3884545
"14684",0,"060376201022",237816
"14685",0,"060971541001",31387209
"14686",0,"060375550013",274116
"14687",0,"060376204002",206856
"14688",0,"060375527001",412909
"14689",0,"060375040022",256534
"14690",0,"060377013041",777915
"14691",0,"060376024032",196561
"14692",0,"060372375002",164103
"14693",0,"060378001023",29666600
"14694",0,"060971530053",10600202
"14695",0,"060378003281",7938223
"14696",0,"060378003282",1873166
"14697",0,"060372348003",172928
"14698",0,"060378004061",78983043
"14699",0,"060375358023",226567
"14700",0,"060372423002",173960
"14701",0,"060372737002",189389
"14702",0,"060372731003",267171
"14703",0,"060372317201",187503
"14704",0,"060372285002",189660
"14705",0,"060378004083",4340215
"14706",0,"060378005061",22155247
"14707",0,"060379012054",41389159
"14708",0,"060379012091",588470350
"14709",0,"060379012131",61887865
"14710",0,"060379100011",64539049
"14711",0,"060379108091",12113705
"14712",0,"060375337011",136639
"14713",0,"060379108121",33179164
"14714",0,"060372346003",242393
"14715",0,"060375015033",261939
"14716",0,"060379108111",323303308
"14717",0,"060372718022",228595
"14718",0,"060379110013",90922386
"14719",0,"060375302032",301712
"14720",0,"060379200111",163273433
"14721",0,"060379200121",69889225
"14722",0,"060379201023",569727005
"14723",0,"060379203262",66805333
"14724",0,"060375425023",158082
"14725",0,"060376035003",221105
"14726",0,"060375524002",180764
"14727",0,"060375536022",296196
"14728",0,"060376026007",230458
"14729",0,"060375039021",227378
"14730",0,"060710091093",15894509
"14731",0,"060710087102",642552
"14732",0,"060710091081",23248203
"14733",0,"060710091091",11393949
"14734",0,"060710092022",75824707
"14735",0,"060971505002",2270199
"14736",0,"060710099131",5843519
"14737",0,"060710099132",6550798
"14738",0,"060375414002",126364
"14739",0,"060971537031",26565270
"14740",0,"060971530013",1450876
"14741",0,"060971507023",8760123
"14742",0,"060971507021",10561157
"14743",0,"060971527013",813888
"14744",0,"060971539014",15118093
"14745",0,"060971534011",1870556
"14746",0,"060971540001",98635515
"14747",0,"060971515023",16363327
"14748",0,"060971524001",2874499
"14749",0,"060971537042",1744343
"14750",0,"060971505006",5438518
"14751",0,"060971526001",28493608
"14752",0,"060971522012",293045
"14753",0,"060971527021",12820366
"14754",0,"060971513011",391478
"14755",0,"060971537063",13051614
"14756",0,"060971531023",457876
"14757",0,"060971540003",36149810
"14758",0,"060971539013",3326886
"14759",0,"060971534041",2208547
"14760",0,"060971514023",4096788
"14761",0,"060971536003",3493183
"14762",0,"060971501003",79488718
"14763",0,"060971534031",4106624
"14764",0,"060971526004",775698
"14765",0,"060971510003",2747336
"14766",0,"060371070101",684671
"14767",0,"060971510002",3914346
"14768",0,"060971511002",21863776
"14769",0,"060971512011",3857466
"14770",0,"060971512012",6191985
"14771",0,"060730170224",475063
"14772",0,"061150401004",388005
"14773",0,"061150401005",1572894
"14774",0,"060730100102",627403
"14775",0,"060730171072",921645
"14776",0,"061110006002",581146
"14777",0,"061110006003",561130
"14778",0,"061110006004",456890
"14779",0,"060730171081",516934
"14780",0,"060730171082",644130
"14781",0,"060730171083",435849
"14782",0,"060371066041",548508
"14783",0,"060371066042",637615
"14784",0,"060371066411",1135493
"14785",0,"060371066422",476111
"14786",0,"060374024053",306709
"14787",0,"060374027051",350762
"14788",0,"060374027052",514745
"14789",0,"060374027062",279871
"14790",0,"060374037213",429462
"14791",0,"060374045041",305206
"14792",0,"060730170372",520394
"14793",0,"060372188001",226710
"14794",0,"060372221003",153843
"14795",0,"060372284201",103362
"14796",0,"060650403012",1027239
"14797",0,"060910100004",793690962
"14798",0,"060375027002",5096867
"14799",0,"060390006022",399923
"14800",0,"060371070201",733114
"14801",0,"060371070202",261692
"14802",0,"060371081021",2183816
"14803",0,"060390003007",431245
"14804",0,"060390005022",4519506
"14805",0,"060374615022",587218
"14806",0,"060390006023",589579
"14807",0,"060371042012",337936
"14808",0,"060371043101",302796
"14809",0,"060371043102",647430
"14810",0,"060371043201",389262
"14811",0,"060373012051",355639
"14812",0,"060371044011",415535
"14813",0,"060371044012",265582
"14814",0,"060374615023",183606
"14815",0,"060371045001",177007
"14816",0,"060371045002",353995
"14817",0,"060371046101",394658
"14818",0,"060373018021",301215
"14819",0,"060373024015",165663
"14820",0,"061110074051",1245990
"14821",0,"060710001131",2736587
"14822",0,"060730096041",288739
"14823",0,"060378004062",1869098
"14824",0,"060378004063",10151761
"14825",0,"060378004084",4672469
"14826",0,"060378004101",37356697
"14827",0,"060378005041",21309016
"14828",0,"061110075102",4148206
"14829",0,"061110074053",37022475
"14830",0,"061110074061",3699785
"14831",0,"061110075091",4924193
"14832",0,"061110075111",20638602
"14833",0,"061110075121",25388528
"14834",0,"061110075141",353979
"14835",0,"061110076132",15140542
"14836",0,"061110076141",77913591
"14837",0,"061110076143",607822
"14838",0,"061119901000",0
"14839",0,"061070024001",55042636
"14840",0,"060371046202",354062
"14841",0,"060730124023",328025
"14842",0,"060371081041",826020
"14843",0,"060371091001",533727
"14844",0,"060133640021",953512
"14845",0,"060590630091",1875983
"14846",0,"060510001012",446080053
"14847",0,"060510002008",75301061
"14848",0,"060510002009",55156759
"14849",0,"060510001013",246787133
"14850",0,"060510001014",472673468
"14851",0,"060371048101",196983
"14852",0,"060371047011",244180
"14853",0,"060371093001",321983
"14854",0,"060371048103",531333
"14855",0,"061110076061",13702568
"14856",0,"061110077001",7743407
"14857",0,"061110083043",2340547
"14858",0,"061110083051",19575486
"14859",0,"061110084011",642854
"14860",0,"061110008001",288517
"14861",0,"060730171084",502974
"14862",0,"060230110003",4273105
"14863",0,"060230111001",1544240
"14864",0,"060371091002",2172178
"14865",0,"060371092001",312683
"14866",0,"060371092002",352775
"14867",0,"060371094003",400848
"14868",0,"060371093003",410984
"14869",0,"060371094001",525704
"14870",0,"060371094002",364280
"14871",0,"060371095001",417465
"14872",0,"060371095002",501647
"14873",0,"060390001044",21096689
"14874",0,"060930007021",2805401
"14875",0,"060930008002",1290047
"14876",0,"060930009001",2677381
"14877",0,"060371132111",2152470
"14878",0,"060371132122",453065
"14879",0,"060610206041",3261336
"14880",0,"060730173033",693944
"14881",0,"060730173041",436377
"14882",0,"060619900000",0
"14883",0,"060374047011",430345
"14884",0,"060374047031",445494
"14885",0,"060230105014",3200451
"14886",0,"060230105022",3049013
"14887",0,"060230105023",1689265
"14888",0,"060230107004",2367769
"14889",0,"060110002002",100564676
"14890",0,"060110001002",138773788
"14891",0,"060110004003",756035729
"14892",0,"060110003001",845772182
"14893",0,"060110004002",82441059
"14894",0,"060110005001",169059242
"14895",0,"060110001001",218006893
"14896",0,"060110005003",401755
"14897",0,"060390004001",235350619
"14898",0,"060390005083",11100020
"14899",0,"060390001042",9246844
"14900",0,"060390010004",102579924
"14901",0,"060390001043",14129527
"14902",0,"060390005061",36282766
"14903",0,"060390005081",93148473
"14904",0,"060390005074",4212341
"14905",0,"060390001033",22968027
"14906",0,"060390003003",455131
"14907",0,"060590761032",331068
"14908",0,"060390005062",3892089
"14909",0,"060230010004",1453422
"14910",0,"060230012001",2963975
"14911",0,"060230012003",1808656
"14912",0,"061110015022",953520
"14913",0,"061110015021",680642
"14914",0,"060730203053",703405
"14915",0,"060230007003",1612864
"14916",0,"060591100041",242958
"14917",0,"060230008001",1827049
"14918",0,"060230008002",712299
"14919",0,"060230009001",2237013
"14920",0,"060230010001",638776
"14921",0,"060230010002",1039787
"14922",0,"060230010003",871094
"14923",0,"060590994154",408860
"14924",0,"060590889031",485879
"14925",0,"060590863053",342523
"14926",0,"060590760004",365347
"14927",0,"060590018021",300900
"14928",0,"060591106052",315696
"14929",0,"060590626273",200690
"14930",0,"061110009034",1463357
"14931",0,"061110010023",2146273
"14932",0,"060270004001",3503000
"14933",0,"060372383102",234412
"14934",0,"060372611011",2080076
"14935",0,"060372691003",205212
"14936",0,"060372732001",172774
"14937",0,"060374050021",569780
"14938",0,"060374056001",625993
"14939",0,"060374064022",326174
"14940",0,"060374070013",412351
"14941",0,"060590886012",326835
"14942",0,"060590219122",11843757
"14943",0,"060230107005",1266362
"14944",0,"060230108004",928067
"14945",0,"060230110001",1852442
"14946",0,"060230110002",1031292
"14947",0,"060374305025",405841
"14948",0,"060374600004",325456
"14949",0,"060374605011",4262412
"14950",0,"060374611001",390447
"14951",0,"060374613003",479565
"14952",0,"060374624003",244267
"14953",0,"060375433044",364784
"14954",0,"060590762053",527248
"14955",0,"060590999044",144633
"14956",0,"060590993103",147465
"14957",0,"060590218221",5351059
"14958",0,"060590869011",328329
"14959",0,"060590218201",857230
"14960",0,"060590110001",984168
"14961",0,"060590633013",270750
"14962",0,"060375518002",842560
"14963",0,"060375706011",297843
"14964",0,"060376012021",242918
"14965",0,"060376015011",242385
"14966",0,"060376033012",357525
"14967",0,"061110012012",3510242
"14968",0,"061110012021",768157
"14969",0,"061110012023",1376925
"14970",0,"061110012041",120974989
