"","FID","GEOID","ALAND"
"4835",0,"060750610001",1743269
"4836",0,"060750610002",426484
"4837",0,"060750120002",62307
"4838",0,"060750157004",205593
"4839",0,"060750215004",104695
"4840",0,"060014024002",90089
"4841",0,"060750217001",731533
"4842",0,"060750229033",78727
"4843",0,"060590872002",637147
"4844",0,"060590872003",157749
"4845",0,"060014022001",171731
"4846",0,"060014022002",112638
"4847",0,"060014024001",246922
"4848",0,"060014025001",263581
"4849",0,"060014402004",244239
"4850",0,"060014025002",101873
"4851",0,"060014067002",154047
"4852",0,"060014067003",360059
"4853",0,"060014099004",638301
"4854",0,"060014100003",1556176
"4855",0,"060014101001",328700
"4856",0,"060014101002",455737
"4857",0,"060591103013",329982
"4858",0,"060591103014",509732
"4859",0,"060790104033",9022720
"4860",0,"060670095023",743352
"4861",0,"060670096223",354740
"4862",0,"060670096224",393151
"4863",0,"060014102002",164563
"4864",0,"060014102003",155731
"4865",0,"060014103001",171700
"4866",0,"060014103002",207247
"4867",0,"060014429003",806661
"4868",0,"060014100002",2468191
"4869",0,"060014215001",663969
"4870",0,"060014042001",414198
"4871",0,"060014351021",1668211
"4872",0,"060014277001",121445
"4873",0,"060014223002",241982
"4874",0,"060014507013",258936974
"4875",0,"060014506034",2819514
"4876",0,"060290020004",546214
"4877",0,"060371173024",792963
"4878",0,"060290019013",610406
"4879",0,"060290019021",365144
"4880",0,"060290019023",537020
"4881",0,"060290019024",496597
"4882",0,"060290020002",1003314
"4883",0,"060290020003",593645
"4884",0,"060750128002",120332
"4885",0,"060750127001",270093
"4886",0,"060750127003",74668
"4887",0,"060750128001",199611
"4888",0,"060290021003",547260
"4889",0,"060290033053",1784152
"4890",0,"060290033041",54785154
"4891",0,"060710119003",129256025
"4892",0,"060710089012",3147844796
"4893",0,"060710100101",3050104
"4894",0,"060290021001",405200
"4895",0,"060290021002",229057
"4896",0,"060290022001",335352
"4897",0,"060290022002",292740
"4898",0,"060290022005",513513
"4899",0,"060290027001",366660
"4900",0,"060290023011",3351505
"4901",0,"060290023012",1228779
"4902",0,"060290034001",8336286
"4903",0,"060290034002",960896
"4904",0,"060290038082",1753445
"4905",0,"060290038091",20836069
"4906",0,"060290023014",1635954
"4907",0,"060290023021",424062
"4908",0,"060290023022",1966524
"4909",0,"060290024001",39382464
"4910",0,"060290025002",797995
"4911",0,"060290025003",3287023
"4912",0,"060290025004",464567
"4913",0,"060290026001",1155197
"4914",0,"060290026003",427423
"4915",0,"060290027003",924854
"4916",0,"060290027004",295185
"4917",0,"060290027005",663876
"4918",0,"060379200321",12317340
"4919",0,"060590869023",748945
"4920",0,"060590869031",249964
"4921",0,"060590869032",228709
"4922",0,"060590869033",405455
"4923",0,"060590869034",430984
"4924",0,"060290038102",1300369
"4925",0,"060290038111",1674046
"4926",0,"060290038112",949859
"4927",0,"060710064011",172473
"4928",0,"060590870011",121206
"4929",0,"060590870012",533947
"4930",0,"060590870013",659509
"4931",0,"060590870021",315094
"4932",0,"060590872004",454756
"4933",0,"060590873001",91538
"4934",0,"060590873002",464377
"4935",0,"060590873003",344279
"4936",0,"060371042013",338101
"4937",0,"060379203133",284932
"4938",0,"060371173011",548771
"4939",0,"060375730021",162057
"4940",0,"060375747001",420822
"4941",0,"060379104041",1212275
"4942",0,"060375764021",132161
"4943",0,"060374006031",8851611
"4944",0,"060372962103",139275
"4945",0,"060379800281",17299723
"4946",0,"060730083062",508090
"4947",0,"060376500044",171595
"4948",0,"060375723011",308499
"4949",0,"060375766022",82283
"4950",0,"060376504015",257217
"4951",0,"060375421033",186980
"4952",0,"060290054032",1557435
"4953",0,"060290052015",3500095
"4954",0,"060290052043",2006325
"4955",0,"060710083022",530712
"4956",0,"060710084011",3819723
"4957",0,"060710084012",644636
"4958",0,"060710084013",1862839
"4959",0,"060710084014",485461
"4960",0,"060710084015",887793
"4961",0,"060290054011",668294
"4962",0,"060290054012",1348385
"4963",0,"060290054013",635188
"4964",0,"060290054014",1987611
"4965",0,"060290054015",640265
"4966",0,"060290054021",1299199
"4967",0,"060290054022",1311977
"4968",0,"060290054023",2628187
"4969",0,"060290054031",2623153
"4970",0,"060290054033",2551622
"4971",0,"060372381003",248023
"4972",0,"060290054034",2553556
"4973",0,"060710097132",6085535
"4974",0,"060710097133",3292414
"4975",0,"060710097134",4487593
"4976",0,"060710097141",4923105
"4977",0,"060372396021",154165
"4978",0,"060375416052",313864
"4979",0,"060372407003",284794
"4980",0,"060375002022",609409
"4981",0,"060372403001",236496
"4982",0,"060375357011",248146
"4983",0,"060376011003",193882
"4984",0,"060372764004",243112
"4985",0,"060375339014",114919
"4986",0,"060372376003",156623
"4987",0,"060376025041",160298
"4988",0,"060375015042",393907
"4989",0,"060375331061",54125
"4990",0,"060375326062",115749
"4991",0,"060290054042",1159467
"4992",0,"060372324005",182850
"4993",0,"060376025071",161793
"4994",0,"060376025092",139046
"4995",0,"060290054035",1052509
"4996",0,"060290054041",5095240
"4997",0,"060290054043",1949572
"4998",0,"060290054044",2613730
"4999",0,"060290055012",20098057
"5000",0,"060375503007",375999
"5001",0,"060290055014",2604540
"5002",0,"060290055015",96100110
"5003",0,"060375712005",310412
"5004",0,"060375531002",163264
"5005",0,"060375428003",248414
"5006",0,"060376024021",256214
"5007",0,"060670079043",569229
"5008",0,"060375417002",196729
"5009",0,"060376200013",425508
"5010",0,"060730083073",597443
"5011",0,"060730083101",1882087
"5012",0,"060710072004",829217
"5013",0,"060375401014",343735
"5014",0,"060379302001",17862326
"5015",0,"060290055011",6508846
"5016",0,"060830029281",1142526
"5017",0,"060014422004",1652549
"5018",0,"060014423011",621038
"5019",0,"060014423013",422197
"5020",0,"060855120222",459437
"5021",0,"060855091053",362021
"5022",0,"060855091061",395459
"5023",0,"060855091062",276460
"5024",0,"060855091072",277397
"5025",0,"060014426011",536682
"5026",0,"061150401001",5175704
"5027",0,"061150408003",43315703
"5028",0,"061150410002",37103820
"5029",0,"061150411002",94152562
"5030",0,"060670079041",655128
"5031",0,"060670079032",527458
"5032",0,"060670079042",592809
"5033",0,"060070026013",6860617
"5034",0,"060670079044",445521
"5035",0,"060670079051",1147628
"5036",0,"060070004011",4450670
"5037",0,"060070004024",614378
"5038",0,"060070017042",10576802
"5039",0,"060190043011",3198154
"5040",0,"060855091082",221481
"5041",0,"060855091081",352353
"5042",0,"060855120532",422472
"5043",0,"060855120521",509398
"5044",0,"060855120171",1088897
"5045",0,"060855120172",543613
"5046",0,"060855091083",193925
"5047",0,"060855091091",873723
"5048",0,"060855091092",1222865
"5049",0,"060855092011",378905
"5050",0,"060855092012",326349
"5051",0,"060855092013",220017
"5052",0,"060855104001",699124
"5053",0,"060855104002",340814
"5054",0,"060014426012",644898
"5055",0,"060014431041",700388
"5056",0,"060014433212",465824
"5057",0,"060190064032",1467513855
"5058",0,"060190064031",122943296
"5059",0,"060190074001",39865223
"5060",0,"060190083022",587391333
"5061",0,"060190065012",478129
"5062",0,"060190068022",19680172
"5063",0,"060190063002",53072893
"5064",0,"060190077002",5835999
"5065",0,"060190014143",3819610
"5066",0,"060190038041",1297433
"5067",0,"060190064025",12991236
"5068",0,"060190054101",485619
"5069",0,"060190063005",19451608
"5070",0,"060190077001",104674595
"5071",0,"060190045043",254174
"5072",0,"060190031031",327840
"5073",0,"060190055142",651332
"5074",0,"060290009104",1011646
"5075",0,"060855104003",664712
"5076",0,"060855105001",438437
"5077",0,"060190003003",350873
"5078",0,"060190003001",602871
"5079",0,"060190004001",403815
"5080",0,"060190013013",734583
"5081",0,"060190013014",331338
"5082",0,"060190013042",655989
"5083",0,"060190014112",374102
"5084",0,"060855119162",1085626
"5085",0,"060855119151",368639
"5086",0,"060855120193",444615
"5087",0,"060855120202",437438
"5088",0,"060855120212",539344
"5089",0,"060855120213",301672
"5090",0,"060855092014",653658
"5091",0,"060855092021",439358
"5092",0,"060855092022",320616
"5093",0,"060855092023",582051
"5094",0,"060855092024",222077
"5095",0,"060670079052",1295351
"5096",0,"060670079061",1261302
"5097",0,"060670080051",549057
"5098",0,"060670080052",1414939
"5099",0,"060670080061",979908
"5100",0,"061010503021",435310
"5101",0,"060855106002",611384
"5102",0,"060855106001",235960
"5103",0,"060670080063",2098892
"5104",0,"060670080064",1306246
"5105",0,"060670080071",1447000
"5106",0,"060670080081",1087653
"5107",0,"060670080082",976337
"5108",0,"060871004001",2721530
"5109",0,"060855119161",676613
"5110",0,"060855119051",1261956
"5111",0,"060871214021",482115
"5112",0,"060871217003",256789
"5113",0,"060871217006",256119
"5114",0,"060855120231",286748
"5115",0,"060855120232",415765
"5116",0,"060855120233",246543
"5117",0,"060855120241",806832
"5118",0,"060855120242",742583
"5119",0,"060855120252",318688
"5120",0,"060855093032",160704
"5121",0,"060290028123",267185
"5122",0,"060290055071",4122332
"5123",0,"060290055064",5011837
"5124",0,"060290058013",5290911
"5125",0,"060290028122",467515
"5126",0,"060670081253",839107
"5127",0,"060290009083",669539
"5128",0,"060855094031",284050
"5129",0,"060855094042",199457
"5130",0,"060855094043",196162
"5131",0,"060855107001",495723
"5132",0,"060855107002",352678
"5133",0,"060855107003",594280
"5134",0,"060290060032",1295927
"5135",0,"060670080072",672415
"5136",0,"060670081113",562905
"5137",0,"060670081114",516842
"5138",0,"060830016011",1147925
"5139",0,"060670081313",576621
"5140",0,"060670081314",563014
"5141",0,"060855108011",629259
"5142",0,"060855108012",846319
"5143",0,"060855108013",719453
"5144",0,"060855120191",287578
"5145",0,"060670081361",511534
"5146",0,"060670081381",722723
"5147",0,"061010502023",690536
"5148",0,"061010503011",701353
"5149",0,"060830015002",3968189
"5150",0,"060855120192",346354
"5151",0,"060855095002",288704
"5152",0,"060855095001",306593
"5153",0,"060855096002",253762
"5154",0,"060855097002",262023
"5155",0,"060670081382",492489
"5156",0,"060670081383",592215
"5157",0,"060670081391",794281
"5158",0,"060670081354",623915
"5159",0,"060855108021",328213
"5160",0,"060855108022",606373
"5161",0,"060855108031",667540
"5162",0,"060855108032",345214
"5163",0,"060855109001",547402
"5164",0,"060855109002",593821
"5165",0,"060670080091",1730542
"5166",0,"060670080092",711257
"5167",0,"060670080093",638243
"5168",0,"060670080094",1256604
"5169",0,"060830028062",1153764
"5170",0,"060855119071",459490
"5171",0,"060855119072",1278206
"5172",0,"060855119101",688420
"5173",0,"060855119102",391596
"5174",0,"060855083044",150869
"5175",0,"060855083045",275252
"5176",0,"060855084012",420309
"5177",0,"060670080103",1275266
"5178",0,"060670080104",2256391
"5179",0,"060670081111",613956
"5180",0,"060670081112",1133278
"5181",0,"060670081131",974619
"5182",0,"060650446023",793537
"5183",0,"060855084013",399241
"5184",0,"060855097001",305233
"5185",0,"060855098013",481079
"5186",0,"060871009004",296961
"5187",0,"060871221001",337205
"5188",0,"060871220014",560059
"5189",0,"060855098021",424315
"5190",0,"060855098022",504356
"5191",0,"060855109003",511183
"5192",0,"060855110001",349361
"5193",0,"060855110002",406035
"5194",0,"060855110003",355486
"5195",0,"060855110005",449378
"5196",0,"060855119121",1162417
"5197",0,"060855119122",795294
"5198",0,"060855119123",492574
"5199",0,"060855119131",586425
"5200",0,"060830016012",1123292
"5201",0,"060190050003",1276334
"5202",0,"060670093262",917889
"5203",0,"060670093281",1265552
"5204",0,"060855099011",1007840
"5205",0,"060855099012",358528
"5206",0,"060855099021",1091077
"5207",0,"060855099022",542490
"5208",0,"060855099023",595630
"5209",0,"060855100011",603323
"5210",0,"060670081411",761099
"5211",0,"060855111002",500350
"5212",0,"060855111004",491347
"5213",0,"060855111003",576932
"5214",0,"060855119132",685350
"5215",0,"060670081132",640524
"5216",0,"060670081171",424392
"5217",0,"060670081172",520120
"5218",0,"060670081191",489617
"5219",0,"060855045051",227025
"5220",0,"061010506031",7788651
"5221",0,"060855119133",652037
"5222",0,"060670081192",474754
"5223",0,"060670081193",405464
"5224",0,"060670081194",630553
"5225",0,"060670081195",404103
"5226",0,"060670081202",499787
"5227",0,"060855100012",820811
"5228",0,"060855100013",669837
"5229",0,"060855100014",516375
"5230",0,"060570005015",389297
"5231",0,"060570005021",437401
"5232",0,"060816078001",590969
"5233",0,"060879901000",0
"5234",0,"060855100015",460612
"5235",0,"060855112002",564809
"5236",0,"060855112003",303010
"5237",0,"060570005022",1326810
"5238",0,"060570007013",3342293
"5239",0,"060570007015",11939582
"5240",0,"060570008011",25864385
"5241",0,"060570008021",1949982
"5242",0,"060570009002",115130462
"5243",0,"060570012063",1541693
"5244",0,"060570012041",7401812
"5245",0,"060871222017",199519
"5246",0,"060871220012",389041
"5247",0,"060290060033",3529139
"5248",0,"060290064031",1634959
"5249",0,"060290064042",1963897
"5250",0,"060290064041",8552387
"5251",0,"060290063043",451395
"5252",0,"060290064032",324016
"5253",0,"060290064012",371534
"5254",0,"060290064014",1406934
"5255",0,"060290047022",619329
"5256",0,"060290047023",301883
"5257",0,"060290055073",4902512
"5258",0,"060670081322",784293
"5259",0,"060855119141",537018
"5260",0,"060855119142",1524135
"5261",0,"060855119143",715552
"5262",0,"060871221003",382694
"5263",0,"060670081362",960516
"5264",0,"060670081415",434064
"5265",0,"060670081422",555352
"5266",0,"060670084023",1648457
"5267",0,"060670085051",722486
"5268",0,"060670085052",500682
"5269",0,"060670081352",305381
"5270",0,"060190031021",103609
"5271",0,"060190025023",646302
"5272",0,"060190064021",402763150
"5273",0,"060190042101",942907
"5274",0,"060855100016",480160
"5275",0,"060855100021",654675
"5276",0,"060855100022",572935
"5277",0,"060190040022",618292
"5278",0,"060190063001",53432847
"5279",0,"060190082006",419663264
"5280",0,"060190064022",3321551643
"5281",0,"060190021005",325141
"5282",0,"060190012021",650995
"5283",0,"060190057034",639028
"5284",0,"060190005012",377709
"5285",0,"060190004002",389393
"5286",0,"060190004004",495873
"5287",0,"060190005011",296940
"5288",0,"060190005023",391235
"5289",0,"060372125011",79596
"5290",0,"060190005022",343365
"5291",0,"060855112004",451964
"5292",0,"060855113023",394086
"5293",0,"060855113021",304710
"5294",0,"060670081203",718557
"5295",0,"060670081221",851252
"5296",0,"060250104005",1903413
"5297",0,"061010503022",601091
"5298",0,"061010507012",7700822
"5299",0,"061010503023",1263885
"5300",0,"060411082004",1555643
"5301",0,"060190014114",355900
"5302",0,"060670081222",1293231
"5303",0,"060670081241",1066802
"5304",0,"060670081242",1367177
"5305",0,"060670081251",1202908
"5306",0,"060670081252",516196
"5307",0,"060750208003",74585
"5308",0,"060830019013",7119601
"5309",0,"060855084014",397177
"5310",0,"060855100023",646068
"5311",0,"060830019032",1199485
"5312",0,"060830019033",1502692
"5313",0,"060830019035",476592
"5314",0,"060855120051",567472
"5315",0,"060855120052",346976
"5316",0,"060855120053",286411
"5317",0,"060855084015",588745
"5318",0,"060855084016",414568
"5319",0,"060855084031",273843
"5320",0,"060670081271",1449264
"5321",0,"060670081272",872495
"5322",0,"060670081281",550525
"5323",0,"060670093282",898331
"5324",0,"060670093283",1029358
"5325",0,"060670093291",1612493
"5326",0,"060670093292",390396
"5327",0,"060670093312",795825
"5328",0,"060730085024",744073
"5329",0,"060730087021",1131314
"5330",0,"060730093052",271885
"5331",0,"060730093053",229383
"5332",0,"060730093062",193597
"5333",0,"060730093063",209508
"5334",0,"060730095073",930229
"5335",0,"060375323022",2142851
"5336",0,"060375002023",558015
"5337",0,"060375002024",1008417
"5338",0,"060375002012",1393263
"5339",0,"060375002013",925886
"5340",0,"060375002021",662600
"5341",0,"060730095101",209029
"5342",0,"060730165041",521643
"5343",0,"060730165044",147349
"5344",0,"060730166062",907654
"5345",0,"060730166073",818221
"5346",0,"060730166093",356217
"5347",0,"060730166102",884642
"5348",0,"060730166123",923460
"5349",0,"060375017003",381715
"5350",0,"060375018021",304416
"5351",0,"060375018023",360083
"5352",0,"060375019001",394196
"5353",0,"060375019002",286354
"5354",0,"060375019003",327121
"5355",0,"060375019004",372400
"5356",0,"060730185123",497290
"5357",0,"060730185143",1109764
"5358",0,"060730185193",265472
"5359",0,"060730186032",3001295
"5360",0,"060730186104",482594
"5361",0,"060371390012",379202
"5362",0,"060371411021",272100
"5363",0,"060372111203",62807
"5364",0,"060372111222",119798
"5365",0,"060372117041",92437
"5366",0,"060372118041",92806
"5367",0,"060372119221",44683
"5368",0,"060372121012",139353
"5369",0,"060830028085",372153
"5370",0,"060730200191",1190656
"5371",0,"060730200213",372632
"5372",0,"060730200261",589153
"5373",0,"060730200272",174647
"5374",0,"060730200281",237994
"5375",0,"060730200292",1484765
"5376",0,"060855125102",2061503
"5377",0,"060855125103",688154
"5378",0,"060830024043",213540
"5379",0,"060830027063",203577
"5380",0,"060830027073",437571
"5381",0,"060830028091",204148174
"5382",0,"060830028084",1391607
"5383",0,"060830028086",1787308
"5384",0,"060855120271",811720
"5385",0,"060830028094",3232707
"5386",0,"060855125081",710792
"5387",0,"060855125082",538916
"5388",0,"060855125083",674202
"5389",0,"060070001031",3117649
"5390",0,"060070001041",788004
"5391",0,"060070001042",1185033
"5392",0,"060070001043",579408
"5393",0,"060376703262",2154859
"5394",0,"060376513043",444564
"5395",0,"060376514024",176339
"5396",0,"060376703243",1682181
"5397",0,"060374801011",475147
"5398",0,"060374801021",431999
"5399",0,"060374801022",365690
"5400",0,"060377001014",119202
"5401",0,"060855120272",862311
"5402",0,"060855120372",389478
"5403",0,"060376704161",1652230
"5404",0,"060376706021",3322541
"5405",0,"060376706023",7014659
"5406",0,"060377008022",183856
"5407",0,"060375542031",165648
"5408",0,"060375543012",269068
"5409",0,"060375717031",75644
"5410",0,"060375717032",170106
"5411",0,"060650459002",167678074
"5412",0,"060250117003",558763
"5413",0,"060530119001",944671
"5414",0,"060530121001",392364
"5415",0,"060530122001",176377
"5416",0,"060374801023",430707
"5417",0,"060374802011",581949
"5418",0,"060374802012",359903
"5419",0,"060374802013",588204
"5420",0,"060374802021",443242
"5421",0,"060374802023",276914
"5422",0,"060871105012",409037
"5423",0,"060871106003",366089
"5424",0,"060871106005",317612
"5425",0,"060855125084",440482
"5426",0,"060855126041",1429034
"5427",0,"060855126033",1670179
"5428",0,"060650452071",688612
"5429",0,"060650402012",2518586
"5430",0,"060871107003",1764936
"5431",0,"060650402021",1186388
"5432",0,"060650402022",352359
"5433",0,"060971538041",613230
"5434",0,"060971538042",631600
"5435",0,"060971542021",28662944
"5436",0,"060971542011",503530
"5437",0,"060971506071",283897
"5438",0,"060971513113",296037
"5439",0,"060971529052",543494
"5440",0,"060952523133",5898157
"5441",0,"060952523112",4768665
"5442",0,"060952532042",390112
"5443",0,"060952532062",2310430
"5444",0,"060952523151",460558
"5445",0,"060952526101",537649
"5446",0,"060855120361",830163
"5447",0,"060855120371",618676
"5448",0,"060411121002",477650
"5449",0,"060411160001",635076
"5450",0,"060375032011",518114
"5451",0,"060375032012",504951
"5452",0,"060375032021",569098
"5453",0,"060375032022",273092
"5454",0,"060375032023",298710
"5455",0,"060375033011",332646
"5456",0,"060830003012",216422
"5457",0,"060830003023",257336
"5458",0,"060830003024",247322
"5459",0,"060855120291",532826
"5460",0,"060855120292",578522
"5461",0,"060375035013",686624
"5462",0,"060375035022",223236
"5463",0,"060374803021",368639
"5464",0,"060374804002",471087
"5465",0,"060374804003",453608
"5466",0,"060374805001",582847
"5467",0,"060374805002",628240
"5468",0,"060374805003",481000
"5469",0,"060374805004",418998
"5470",0,"060374806001",354256
"5471",0,"060374806002",200690
"5472",0,"060374806004",472456
"5473",0,"060830012063",196019
"5474",0,"060830008042",182494
"5475",0,"060830008043",279155
"5476",0,"060830008044",446036
"5477",0,"060830012061",803206
"5478",0,"060830012062",183615
"5479",0,"060830012081",258121
"5480",0,"060374057011",333478
"5481",0,"061070037004",795894
"5482",0,"060650461032",3905006
"5483",0,"060650464022",1398203
"5484",0,"060650459001",105901525
"5485",0,"060730020013",344628
"5486",0,"060530127003",303060
"5487",0,"060530128001",861448
"5488",0,"060530128004",324734
"5489",0,"060730065001",1811129
"5490",0,"060730101031",2502803
"5491",0,"060730071001",755378
"5492",0,"060376705001",7748273
"5493",0,"060374607001",1532378
"5494",0,"060371943001",847423
"5495",0,"060371201081",176862
"5496",0,"060530128005",612554
"5497",0,"060530128003",957965
"5498",0,"060530130003",183292
"5499",0,"060710049003",552199
"5500",0,"060371211021",5064590
"5501",0,"060371212212",332000
"5502",0,"060371218012",161890
"5503",0,"060371221211",179537
"5504",0,"060372091021",83227
"5505",0,"060371132342",640150
"5506",0,"060371944021",196112
"5507",0,"060374053024",429674
"5508",0,"060374067012",293530
"5509",0,"060374057013",336592
"5510",0,"060374057021",697431
"5511",0,"060374064112",425193
"5512",0,"060374069021",494436
"5513",0,"060374075013",334735
"5514",0,"060372933062",438322
"5515",0,"060374075021",296039
"5516",0,"060374076023",211961
"5517",0,"060855120301",877676
"5518",0,"060855120302",314050
"5519",0,"060855120311",218359
"5520",0,"061050003002",872798613
"5521",0,"060374078011",291841
"5522",0,"060374078013",298091
"5523",0,"060372766031",237796
"5524",0,"060372766041",478080
"5525",0,"060372774002",366956
"5526",0,"060372780011",473308
"5527",0,"060372933061",175231
"5528",0,"060372933071",120860
"5529",0,"060372943012",262250
"5530",0,"060372944211",393086
"5531",0,"060372739025",77790
"5532",0,"060372947011",269586
"5533",0,"060372964012",312161
"5534",0,"060372969013",246672
"5535",0,"060374806006",416428
"5536",0,"060372969023",102810
"5537",0,"060372972012",156765
"5538",0,"060373110002",229410
"5539",0,"060372739022",136413
"5540",0,"060372739024",225090
"5541",0,"060372742021",277526
"5542",0,"060372756031",403826
"5543",0,"060372742023",119865
"5544",0,"060372751022",130985
"5545",0,"060372755004",226967
"5546",0,"060372756032",198907
"5547",0,"060371276051",433780
"5548",0,"060374807021",1260099
"5549",0,"060610201043",1539405
"5550",0,"060372781021",230632
"5551",0,"060375039022",4083503
"5552",0,"060371132351",1433646
"5553",0,"060371172022",518600
"5554",0,"060371201051",298019
"5555",0,"060371221223",707271
"5556",0,"060371239013",804705
"5557",0,"060371254012",262702
"5558",0,"060371254022",326868
"5559",0,"060371278052",242932
"5560",0,"060376505022",227512
"5561",0,"060371278061",358263
"5562",0,"060373025041",176440
"5563",0,"060855120312",515747
"5564",0,"060855120313",338477
"5565",0,"060373102011",240934
"5566",0,"060373102012",489626
"5567",0,"060378003321",356453
"5568",0,"060378003322",521259
"5569",0,"060378003324",803551
"5570",0,"060378003325",1352995
"5571",0,"060379102091",2881433
"5572",0,"060374641002",541504
"5573",0,"060374641003",1165157
"5574",0,"060590762042",1005464
"5575",0,"061110036123",900539
"5576",0,"060379102101",3169406
"5577",0,"060379103023",1121121
"5578",0,"060379105043",529506
"5579",0,"060379107121",2061614
"5580",0,"060379107132",991637
"5581",0,"060379107131",1003002
"5582",0,"060379107142",328543
"5583",0,"060376505021",295641
"5584",0,"060530103052",5664595
"5585",0,"060376514022",502657
"5586",0,"060376514023",854218
"5587",0,"060376701004",210006
"5588",0,"060375033012",279727
"5589",0,"060376703242",522175
"5590",0,"060376703261",1319294
"5591",0,"060376703263",564588
"5592",0,"060376703281",642164
"5593",0,"060730083292",546015
"5594",0,"060730083293",328228
"5595",0,"060730097062",576335
"5596",0,"060375035023",433064
"5597",0,"060375035024",320713
"5598",0,"060375036011",798088
"5599",0,"060375036012",328300
"5600",0,"060530107021",121537268
"5601",0,"060530110005",213044217
"5602",0,"060530114002",1423991214
"5603",0,"060530119002",12274251
"5604",0,"060530125024",257625
"5605",0,"061070045001",84181887
"5606",0,"060730002021",398314
"5607",0,"060730002023",561250
"5608",0,"060730083373",502912
"5609",0,"060730083403",377498
"5610",0,"060730083404",499983
"5611",0,"060730083412",474839
"5612",0,"060855120314",352351
"5613",0,"060855120321",378979
"5614",0,"060855120322",295807
"5615",0,"060730083462",1816014
"5616",0,"060730083474",218866
"5617",0,"060730089022",775767
"5618",0,"060730087022",1372253
"5619",0,"060730091041",556879
"5620",0,"060730092021",1738468
"5621",0,"060250118023",696881
"5622",0,"060250115004",760505
"5623",0,"060730093012",751627
"5624",0,"060730095103",265028
"5625",0,"060730097044",685646
"5626",0,"060730098021",579846
"5627",0,"060730101041",961651
"5628",0,"060730102006",521039
"5629",0,"060730103003",220726
"5630",0,"060730136064",446093
"5631",0,"061110084023",603580
"5632",0,"061110084024",325574
"5633",0,"060610201041",969714
"5634",0,"060730166142",799988
"5635",0,"060730166162",1491694
"5636",0,"060730113001",9943285
"5637",0,"060730119023",519166
"5638",0,"060730125011",230526
"5639",0,"060730125012",230560
"5640",0,"060730125021",2313167
"5641",0,"060730186122",407496
"5642",0,"060730186132",183558
"5643",0,"060730186142",552927
"5644",0,"060730193012",1247051
"5645",0,"060730194033",1263403
"5646",0,"060730200293",354971
"5647",0,"060730202093",151606
"5648",0,"060730202114",69952
"5649",0,"060730202131",141377
"5650",0,"060730202132",91833
"5651",0,"060375026011",661587
"5652",0,"060730202142",848459
"5653",0,"060730202143",435617
"5654",0,"060730208093",6455154
"5655",0,"060375036013",268756
"5656",0,"060375036021",751212
"5657",0,"060375036022",2527132
"5658",0,"060375037011",553959
"5659",0,"060375037012",603846
"5660",0,"060375037021",861175
"5661",0,"060375037022",862609
"5662",0,"060070004021",3859018
"5663",0,"060070004022",1064890
"5664",0,"060070004023",707631
"5665",0,"060070009041",2579690
"5666",0,"060070009043",346124
"5667",0,"060070017032",2326868
"5668",0,"060070017043",4251662
"5669",0,"060070026021",6809429
"5670",0,"060070030011",1189562
"5671",0,"060070030012",607015
"5672",0,"060375037031",525459
"5673",0,"061070018004",614786
"5674",0,"061070023022",1020707
"5675",0,"061070027002",314635398
"5676",0,"061070013021",1358846
"5677",0,"061070024002",2763404
"5678",0,"060371321011",410190
"5679",0,"061070009002",17661796
"5680",0,"061070010042",493685
"5681",0,"061070011001",402257
"5682",0,"060371320011",401747
"5683",0,"060371320021",319011
"5684",0,"060375013004",384123
"5685",0,"060375012001",736805
"5686",0,"060375012002",680749
"5687",0,"060375013001",477385
"5688",0,"060371325011",380409
"5689",0,"060371321013",238212
"5690",0,"060371321022",547872
"5691",0,"060371321023",638148
"5692",0,"060371325022",272392
"5693",0,"060510002003",603801
"5694",0,"060530117001",1144301
"5695",0,"060530117002",1986258
"5696",0,"060530118012",272551
"5697",0,"060530118022",1020676
"5698",0,"060530118021",705874
"5699",0,"060650302001",2043546
"5700",0,"060650302002",1877461
"5701",0,"060590994042",766998
"5702",0,"060590994051",482550
"5703",0,"060590994052",477425
"5704",0,"060590995131",498431
"5705",0,"060590995132",216736
"5706",0,"060590995141",413901
"5707",0,"060590995142",517261
"5708",0,"060590995143",423513
"5709",0,"060590995144",174229
"5710",0,"060670096343",519869
"5711",0,"060670047012",911254
"5712",0,"060670071062",878987
"5713",0,"060670074333",742335
"5714",0,"060670082083",661616
"5715",0,"060670092012",45274314
"5716",0,"060510002001",31926123
"5717",0,"060591100031",657778
"5718",0,"060510002007",1947242
"5719",0,"060510002002",555007
"5720",0,"060510001024",1311800251
"5721",0,"060590996011",489553
"5722",0,"060590996012",1941693
"5723",0,"060591100011",766566
"5724",0,"060591100012",495066
"5725",0,"060591100032",660047
"5726",0,"060239400002",201001949
"5727",0,"060591100042",322874
"5728",0,"060591101143",619124
"5729",0,"060510002004",1954364
"5730",0,"060230011014",706093
"5731",0,"060230013001",41340408
"5732",0,"060230115003",312823045
"5733",0,"060230109021",724881348
"5734",0,"060239901000",0
"5735",0,"060750217003",322758
"5736",0,"060855106003",828149
"5737",0,"060855044211",721975
"5738",0,"060855044213",368168
"5739",0,"060591101151",994872
"5740",0,"060591101152",242726
"5741",0,"060591101153",328662
"5742",0,"060591101161",380110
"5743",0,"060591101162",441639
"5744",0,"060855044152",382546
"5745",0,"060855044183",233197
"5746",0,"060855028002",546293
"5747",0,"060855029061",335055
"5748",0,"060855068043",465896
"5749",0,"060855119152",682876
